"pasta","wav","ingles","traducao_pt","category","emotion","urgency","token_type","assembly_mode","radio_style","speaker_role","pause_profile","intensity"
"voice/codriver/cmp_into_corner_flat_left_rushed","23-b.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","23-c.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","21-a.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","21-b.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","21-c.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","24-a.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","24-b.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","24-c.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","22-a.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","22-b.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_flat_left_rushed","22-c.wav","into flat left","Entrando em esquerda plena","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","2-a.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","2-b.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","2-c.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","3-a.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","3-b.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","3-c.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","1-a.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","1-b.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/acknowledge_end_recce","1-c.wav","ok, we've finished our stage reh-key","Certo, finalizamos nosso reconhecimento de terreno","acknowledge","neutral","low","full_phrase","static","standard","race_engineer","normal_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","173-a.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","173-b.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","173-c.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","175-a.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","175-b.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","175-c.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","174-a.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","174-b.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","174-c.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","176-a.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","176-b.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_left_descriptive_rushed","176-c.wav","square left","Esquerda em ângulo reto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","179-a.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","179-b.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","179-c.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","178-a.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","178-b.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","178-c.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","180-a.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","180-b.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","180-c.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","177-a.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","177-b.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_2_left_reversed_rushed","177-c.wav","left 2","Esquerda dois","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","192-a.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","192-b.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","192-c.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","189-a.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","189-b.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","189-c.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","190-a.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","190-b.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","190-c.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","191-a.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","191-b.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_square_right_reversed_rushed","191-c.wav","right square","Direita quadrada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/number_700","94-a.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","94-b.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","94-c.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","93-a.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","93-b.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","93-c.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","96-a.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","96-b.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","96-c.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","95-a.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","95-b.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_700","95-c.wav","700","Setecentos","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","15-a.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","15-b.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","15-c.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","13-a.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","13-b.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","13-c.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","16-a.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","16-b.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","16-c.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","14-a.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","14-b.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/number_120","14-c.wav","120","Cento e vinte","codriver","neutral","low","number","static","standard","codriver","normal_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","89-a.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","89-b.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","89-c.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","91-a.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","91-b.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","91-c.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","90-a.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","90-b.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","90-c.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","92-a.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","92-b.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/corner_4_right_descriptive_rushed","92-c.wav","medium right","Direita média","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","252-a.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","252-b.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","252-c.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","250-a.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","250-b.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","250-c.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","251-a.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","251-b.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","251-c.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","249-a.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","249-b.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_to_finish","249-c.wav","to finish","Até o final","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","1-a.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","1-b.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","1-c.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","4-a.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","4-b.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","4-c.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","3-a.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","3-b.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","3-c.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","2-a.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","2-b.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_concrete_rushed","2-c.wav","concrete","Concreto","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","223-a.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","223-b.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","223-c.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","224-a.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","224-b.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","224-c.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","221-a.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","221-b.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","221-c.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","222-a.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","222-b.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_care_out_rushed","222-c.wav","care out","Atenção saindo","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","3-a.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","3-b.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","3-c.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","4-a.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","4-b.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","4-c.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","2-a.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","2-b.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","2-c.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","1-a.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","1-b.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_1_left_descriptive","1-c.wav","into hairpin left","Entrando em gancho esquerda","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/detail_onto","66-a.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","66-b.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","66-c.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","67-a.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","67-b.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","67-c.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","68-a.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","68-b.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","68-c.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","65-a.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","65-b.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_onto","65-c.wav","onto","Indo pra","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","7-a.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","7-b.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","7-c.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","6-a.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","6-b.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","6-c.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","5-a.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","5-b.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","5-c.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","8-a.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","8-b.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/cmp_into_corner_2_right","8-c.wav","into 2 right","Entrando em dois direita","codriver","neutral","low","full_phrase","static","standard","codriver","normal_pause","0.5"
"voice/codriver/detail_keep_out","25-a.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","25-b.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","25-c.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","28-a.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","28-b.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","28-c.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","27-a.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","27-b.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","27-c.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","26-a.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","26-b.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/detail_keep_out","26-c.wav","keep out","Mantém por fora","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","11-a.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","11-b.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","11-c.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","9-a.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","9-b.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","9-c.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","10-a.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
"voice/codriver/cmp_into_detail_bump","10-b.wav","into bump","Entrando na lombada","codriver","neutral","low","fragment","procedural","standard","codriver","micro_pause","0.5"
